Fuel_Type_Code,Station_Name,City,State,Zip,Groups_With_Access_Code,Access_Days_Time,Latitude,Longitude
ELEC,TARGET CORP SALEM 1,Salem,OR,97301,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,44.938938,-122.987899
ELEC,TARGET CORP SALEM 2,Salem,OR,97301,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,44.938941,-122.987901
ELEC,TARGET CORP MEDFORD 2,Medford,OR,97504,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,42.347913,-122.879049
ELEC,TARGET CORP TANASBOURNE 2,Beaverton,OR,97006,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,45.538763,-122.866192
ELEC,TARGET CORP TANASBOURNE 1,Beaverton,OR,97006,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,45.538778,-122.866186
ELEC,LANE COUNTY LC PW (DUAL),Eugene,OR,97408,Public,24 hours daily,44.09816,-123.09509
ELEC,LANE COUNTY LC FLEET (EAST),Eugene,OR,97408,Public,24 hours daily,44.09827,-123.0958
ELEC,LANE COUNTY LC FLEET (WEST),Eugene,OR,97408,Public,24 hours daily,44.09829,-123.09584
ELEC,LANE COUNTY LC PW (SINGLE),Eugene,OR,97408,Public,24 hours daily,44.09817,-123.09514
ELEC,"Target T0344 - Beaverton, OR",Beaverton,OR,97005,Public,24 hours daily,45.48692,-122.7886
ELEC,PACIFIC POWER MILLCITY DCFC 3,Mill City,OR,97360,Public,24 hours daily,44.755492,-122.476216
ELEC,UO-EMU MILLRACE 1,Eugene,OR,97403,Public,24 hours daily,44.048782,-123.06899
ELEC,UO-EMU MILLRACE 2,Eugene,OR,97403,Public,24 hours daily,44.048763,-123.06908
ELEC,UO-EMU MILLRACE 4,Eugene,OR,97403,Public,24 hours daily,44.048799,-123.069106
ELEC,UO-EMU MILLRACE 3,Eugene,OR,97403,Public,24 hours daily,44.048765,-123.068988
ELEC,UO-EMU MILLRACE 5,Eugene,OR,97403,Public,24 hours daily,44.048796,-123.069294
ELEC,UO-EMU MILLRACE 6,Eugene,OR,97403,Public,24 hours daily,44.048797,-123.069313
ELEC,PACIFIC POWER MILLCITY DCFC 4,Mill City,OR,97360,Public,24 hours daily,44.755498,-122.476286
ELEC,PACIFIC POWER MILLCITY DCFC 2,Mill City,OR,97360,Public,24 hours daily,44.755484,-122.476157
ELEC,Wilsonville Electric Ave,Wilsonville,OR,97070,Public,24 hours daily,45.302917,-122.760291
ELEC,OTEC JOHN DAY,John Day,OR,97845,Public,24 hours daily,44.414062,-118.952579
ELEC,Charli Charging,Portland,OR,97201,Public,24 hours daily; parking fee,45.511598,-122.678607
ELEC,Clackamas CC - Wilsonville,Wilsonville,OR,97070,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.307556,-122.760587
ELEC,PACIFIC POWER MILLCITY LEVEL,Mill City,OR,97360,Public,24 hours daily,44.755473,-122.476402
ELEC,VISN 20/Roseburg VAMC,Eugene,OR,97408,Private - Government only,Accepts fleet card,44.088393,-123.052512
ELEC,VISN 20/Roseburg VAMC,Roseburg,OR,97471,Private - Government only,Accepts fleet card,43.225705,-123.366144
ELEC,Lava Lands Visitor Center - Deschutes National Forest,Bend,OR,97707,Private - Government only,9:00am-5:00pm; day pass or valid recreation pass required,43.909881,-121.355985
ELEC,Sisters Ranger District - Deschutes National Forest,Sisters,OR,97759,Private - Government only,Monday - Friday; 8:00am - 4:30pm,44.291789,-121.555174
ELEC,Crescent Ranger District - Deschutes National Forest,Crescent,OR,97733,Private - Government only,USNF Employees only,43.460714,-121.696862
ELEC,Redmond Air Center - Deschutes National Forest,Redmond,OR,97756,Private - Government only,Monday - Friday; 8:00am - 4:30pm,44.260751,-121.147834
ELEC,SEC North Bend,North Bend,OR,97459,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,43.410062,-124.241856
ELEC,FCI Sheridan,Sheridan,OR,97378,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,45.075794,-123.388714
ELEC,PACIFIC POWER MILLCITY DCFC 1,Mill City,OR,97360,Public,24 hours daily,44.755471,-122.476101
ELEC,Clackamas Town Center,Happy Valley,OR,97086,Public,6am-12am daily,45.43434,-122.571856
ELEC,LEVEL 1 GARAGE CAR CHARGER 1,Portland,OR,97232,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.523412,-122.651553
ELEC,Carl's Jr - 250 Grant Smith Rd,Roseburg,OR,97471,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,43.149969,-123.370156
ELEC,Laika,Hillsboro,OR,97124,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.553109,-122.911287
ELEC,RED SOILS DSB 1,Oregon City,OR,97045,Public,24 hours daily,45.334098,-122.599491
ELEC,RED SOILS BROOKS,Clackamas,OR,97015,Public,24 hours daily,45.430335,-122.57131
ELEC,RED SOILS PSB 3,Oregon City,OR,97045,Public,24 hours daily,45.332571,-122.599653
ELEC,RED SOILS PSB 2,Oregon City,OR,97045,Public,24 hours daily,45.332734,-122.599645
ELEC,RED SOILS PSB 1,Oregon City,OR,97045,Public,24 hours daily,45.332797,-122.599647
ELEC,RED SOILS PSB 4,Oregon City,OR,97045,Public,24 hours daily,45.332519,-122.59964
ELEC,PENDLETON STATION 2,Pendleton,OR,97801,Public,24 hours daily,45.669167,-118.78814
ELEC,PENDLETON STATION 1,Pendleton,OR,97801,Public,24 hours daily,45.669193,-118.787996
ELEC,"Walmart 1925 (Newport, OR)",Newport,OR,97365,Public,24 hours daily,44.65562,-124.05349
ELEC,Topgolf - Hillsboro,Hillsboro,OR,97124,Public,6am-12am daily,45.559426,-122.924698
ELEC,Naito and Davis Parking,Portland,OR,97209,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.524,-122.67
ELEC,District 2 East,Bend,OR,97703,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,44.05495,-121.356539
ELEC,Oregon Department of Energy,Salem,OR,97301,Public,24 hours daily,44.941989,-123.025697
ELEC,LANE COUNTY LC WHEELER,Eugene,OR,97402,Public,24 hours daily,44.04475,-123.106064
ELEC,Garden Garage,Portland,OR,97227,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.531608,-122.667285
ELEC,H-M VOLVO H-M VOLVO EAST,Beaverton,OR,97005,Public,24 hours daily,45.489663,-122.821323
ELEC,H-M VOLVO HERZOG MEIER #2,Beaverton,OR,97005,Public,24 hours daily,45.489635,-122.821534
ELEC,Carr Chevrolet,Beaverton,OR,97006,Public,Dealership business hours,45.490442,-122.829184
ELEC,The Springs at Lake Oswego,Lake Oswego,OR,97035,Public,24 hours daily; guests and residents only,45.416784,-122.716933
ELEC,McLoughlin Chevrolet,Milwaukie,OR,97267,Public,Dealership business hours,45.402584,-122.620352
ELEC,Ron Tonkin Chrysler Jeep Dodge Ram FIAT,Milwaukie,OR,97267,Public,Dealership business hours,45.401293,-122.619727
ELEC,Stoller Vineyards Experience Center - Tesla Destination,Dayton,OR,97114,Public,24 hours daily; for customer use only,45.241739,-123.072966
ELEC,DTNA E. ISLAND L2 #2,Portland,OR,97217,Public,24 hours daily,45.556877,-122.702933
ELEC,DTNA E. ISLAND L2 #1,Portland,OR,97217,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.556831,-122.702846
ELEC,DTNA E. ISLAND DC #1,Portland,OR,97217,Public,24 hours daily,45.557453,-122.70317
ELEC,CSD CHELDELIN STA 1,Corvallis,OR,97330,Public,24 hours daily,44.600653,-123.238262
ELEC,CSD GARFIELD STA 1,Corvallis,OR,97330,Public,24 hours daily,44.583376,-123.265509
ELEC,Meals On Wheels People,Portland,OR,97219,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.4686411,-122.7086377
ELEC,Eugene Water & Electric Board - ROC,Eugene,OR,97402,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,44.063351752885,-123.17095014114
ELEC,STORE STORE,Fort Klamath,OR,97626,Public,24 hours daily,42.684988,-121.973057
ELEC,University of Oregon - Student Rec Center,Eugene,OR,97403,Public,Permit required,44.043117,-123.073462
ELEC,McDonald's #38555,Hillsboro,OR,97123,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.506773,-122.960725
ELEC,"Fred Meyer 218 (Warrenton, OR)",Warrenton,OR,97146,Public,24 hours daily,46.16189,-123.90215
ELEC,"Walmart 2075 (Bend, OR)",Bend,OR,97702,Public,24 hours daily,44.02256,-121.31675
ELEC,PBOC STATION 1,Klamath Falls,OR,97601,Public,24 hours daily,42.22097,-121.78433
ELEC,Halsey City Hall,Halsey,OR,97348,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.3895289,-123.1102478
ELEC,US BANCORP 4TH AVE GARAGE2,Portland,OR,97204,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.522166,-122.674758
ELEC,RED SOILS DSB4 AB,Oregon City,OR,97045,Public,24 hours daily,45.33409,-122.59959
ELEC,RED SOILS DSB5 AB,Oregon City,OR,97045,Public,24 hours daily,45.334156,-122.5996
ELEC,SANTACLARA 3,Eugene,OR,97404,Public,24 hours daily,44.101851,-123.129752
ELEC,SOUTH LOT SPOT 3,Tillamook,OR,97141,Public,24 hours daily,45.449593,-123.84295
ELEC,Bel Air Drive,Clatskanie,OR,97016,Public,24 hours daily,46.100717,-123.211002
ELEC,"Hines, OR - Tesla Supercharger",Hines,OR,97738,Public,24 hours daily; for Tesla use only,43.57265,-119.074361
ELEC,Bob’s Red Mill Whole Grain Store,Milwaukie,OR,97222,Public,24 hours daily,45.43271,-122.611136
ELEC,AAA OR ID AAA MEDFORD,Medford,OR,97504,Public,24 hours daily,42.316193,-122.84588
ELEC,CITY OF TOLEDO LIBRARY,Toledo,OR,97391,Public,24 hours daily,44.625424,-123.939249
ELEC,CITY OF TOLEDO CITY HALL,Toledo,OR,97391,Public,24 hours daily,44.6213,-123.93708
ELEC,Mercato Grove,Lake Oswego,OR,97035,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.4153179,-122.7188955
ELEC,Randall Children's Hospital Parking Garage #4,Portland,OR,97210,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.54497,-122.668809
ELEC,DTNA E. ISLAND DC #2,Portland,OR,97217,Public,24 hours daily,45.557475,-122.703114
ELEC,MARINA 1 MARINA,Toledo,OR,97391,Public,24 hours daily,44.624275,-123.941399
ELEC,PINE MTN SPORTS BIKE & SKI SHOP,Bend,OR,97702,Public,24 hours daily,44.048003,-121.332346
ELEC,Hopworks Urban Brewery,Portland,OR,97202,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.497069,-122.635149
ELEC,Clackamas Community College,Oregon City,OR,97045,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.324158,-122.570665
ELEC,Clackamas Community College - Harmony Community Campus,Milwaukee,OR,97222,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.431715,-122.582386
ELEC,ADIDAS ADIDAS YP1A,Portland,OR,97217,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.55904,-122.693629
ELEC,SOUTH LOT PARKING SPOT 8,Tillamook,OR,97141,Public,24 hours daily,45.45009,-123.84195
ELEC,SOUTH LOT SPOT 6,Tillamook,OR,97141,Public,24 hours daily,45.45014,-123.84194
ELEC,Hawks View Estates,La Pine,OR,97733,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,43.3545356,-121.8332948
ELEC,Hillsboro Electric Avenue,Hillsboro,OR,97123,Public,24 hours daily,45.507108,-122.96141
ELEC,OSU - Parking Structure,Corvallis,OR,97331,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,44.560947,-123.27844
ELEC,OSU - Reser Stadium Parking Lot,Corvallis,OR,97331,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,44.5590277,-123.2795026
ELEC,Elmira High School,Elmira,OR,97437,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,44.073176107578,-123.3598826735
ELEC,AAA OR ID LAKE OSWEGO,Lake Oswego,OR,97035,Public,24 hours daily,45.42089,-122.740491
ELEC,AAA OR ID PORTLAND,Portland,OR,97201,Public,24 hours daily,45.512816,-122.682576
ELEC,AAA OR ID AAA CLACKAMAS,Clackamas,OR,97015,Public,24 hours daily,45.433815,-122.558247
ELEC,AAA OR ID AAA SALEM,Salem,OR,97301,Public,24 hours daily,44.920358,-123.00228
ELEC,AAA OR ID AAA EUGENE,Eugene,OR,97401,Public,24 hours daily,44.067255,-123.099709
ELEC,UOP CHARGE TENNIS 2,Portland,OR,97203,Public,24 hours daily,45.571625,-122.728267
ELEC,UOP CHARGE TENNIS 1,Portland,OR,97203,Public,24 hours daily,45.571738,-122.728364
ELEC,Electric Island,Portland,OR,97217,Public,24 hours daily,45.557449,-122.703006
ELEC,Oregon Research Institute,Eugene,OR,97403,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,44.048152,-123.068227
ELEC,AAA OR ID AAA BEAVERTON,Portland,OR,97225,Public,24 hours daily,45.485988,-122.763517
ELEC,Best Western Premier Peppertree Bend,Bend,OR,97702,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.0392553,-121.3358477
ELEC,Wooldridge Creek,Grants Pass,OR,97527,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,42.3057928,-123.2012665
ELEC,Greyhound Station,Salem,OR,97301,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.932275720884,-123.02821958423
ELEC,SMR AUO 1,Bend,OR,97702,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,43.9962626,-121.3961626
ELEC,Brooks Wines,Amity,OR,97101,TEMPORARILY UNAVAILABLE (Public),MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,45.1072004,-123.135034
ELEC,Eugene Water & Electric Board - HQ,Eugene,OR,97401,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,44.054799943379,-123.08518130129
ELEC,COE Train Lot,Eugene,OR,97401,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.0551543,-123.0923357
ELEC,Parcade,Eugene,OR,97401,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.052054,-123.0927106
ELEC,COE Library,Eugene,OR,97401,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.0485302,-123.094962
ELEC,"Walgreens - Medford, OR #9328",Medford,OR,97501,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,42.3156876,-122.8613265
ELEC,"Walgreens - Portland, OR #3925",Portland,OR,97220,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.523361,-122.5791759
ELEC,Kailash Ecovillage,Portland,OR,97202,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.4916243,-122.6255759
ELEC,Collin,Lake Oswego,OR,97034,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.3992465,-122.6521529
ELEC,"Walgreens - Oregon City, OR #3801",Oregon City,OR,97405,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.336162,-122.591209
ELEC,Cottage Grove High School,Cottage Grove,OR,97424,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,43.786993478989,-123.07074533055
ELEC,INDIGO @ 12 west,Portland,OR,97205,TEMPORARILY UNAVAILABLE (Public),MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,45.5223977,-122.6841263
ELEC,Five Oaks,Hillsboro,OR,97124,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.56205,-122.9179763
ELEC,531007 : Daimler Trucks North American Headquarters,Portland,OR,97217,Public,MO: 06:00am-06:00pm; TU: 06:00am-06:00pm; WE: 06:00am-06:00pm; TH: 06:00am-06:00pm; FR: 06:00am-06:00pm; SA: Closed; SU: Closed,45.5552659,-122.7027591
ELEC,"Walgreens - Portland, OR #6140",Portland,OR,97232,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.5345148,-122.6605144
ELEC,Metro Garage,Portland,OR,97232,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.5273671,-122.6602507
ELEC,The Arbory Building B,Hillsboro,OR,97006,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.5315833,-122.8843415
ELEC,Rose Villa,Portland,OR,97222,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,45.425563113231,-122.64596478095
ELEC,MRC 2,Lake Oswego,OR,97034,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.4017232,-122.6512718
ELEC,O'Neill,Lake Oswego,OR,97034,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.3992465,-122.6521529
ELEC,Pepin,Lake Oswego,OR,97034,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.3992465,-122.6521529
ELEC,Market Center Building,Portland,OR,97201,TEMPORARILY UNAVAILABLE (Public),MO: 06:00am-08:00pm; TU: 06:00am-08:00pm; WE: 06:00am-08:00pm; TH: 06:00am-08:00pm; FR: 06:00am-08:00pm; SA: Closed; SU: Closed,45.5120099,-122.679476
ELEC,531006 : Oregon Health & Science University,Portland,OR,97239,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,45.49844835593,-122.68521444981
ELEC,Comfort Inn & Suites,Beaverton,OR,97005,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.488822,-122.8159396
ELEC,Quality Inn,Tigard,OR,97223,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,45.4414591,-122.7460196
ELEC,"Walgreens - Lebanon, OR #11399",Lebanon,OR,97355,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.5165972,-122.8964974
ELEC,Rogue Valley Manor,Medford,OR,97504,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,42.3069163,-122.8386148
ELEC,"Walgreens - Medford, OR #12596",Medford,OR,97501,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,42.3240773,-122.8990224
ELEC,CSD CHS STATION 1,Corvallis,OR,97330,Public,24 hours daily,44.575313,-123.266698
ELEC,Legacy Meridian Park Hospital - South Parking,Tualatin,OR,97062,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.378352,-122.743373
ELEC,WSHCO. WINGSPAN PUBLIC,Hillsboro,OR,97124,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.529955,-122.947321
ELEC,Providence Medical Group - NE Glisan,Portland,OR,97213,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.526275,-122.609298
ELEC,City Hall / Police Station,Lake Oswego,OR,97034,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.4193963,-122.6676371
ELEC,CSD CVHS STATION 1,Corvallis,OR,97330,TEMPORARILY UNAVAILABLE (Public),24 hours daily,44.616759,-123.262407
ELEC,CSD LINCOLN STA 1,Corvallis,OR,97333,Public,24 hours daily,44.544447,-123.265773
ELEC,Pleasant Hill High School,Pleasant Hill,OR,97455,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,43.956900570273,-122.91469808364
ELEC,CITY ROSEBURG FIR GROVE #1,Roseburg,OR,97471,Public,24 hours daily,43.214733,-123.367805
ELEC,Tongue Point JCC - Learning Resource Center,Astoria,OR,97103,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,46.203107,-123.765707
ELEC,BLM ChargePoint Charging Station,Coos Bay,OR,97420,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.36656,-124.2147
ELEC,BLM Tesla Destination Charger,Coos Bay,OR,97420,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.37724,-124.21731
ELEC,NWD,Foster,OR,97345,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,38.632143,-75.602827
ELEC,Wolf Creek JCC,Glide,OR,97443,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.236478,-122.94457
ELEC,NPS PWR JODA- Maintenance Division,Kimberly,OR,97848,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,44.552987,-119.646087
ELEC,NPS PWR JODA- Maintenance Division - 2,Kimberly,OR,97848,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,44.552987,-119.646087
ELEC,BLM Fred Meyer,Klamath Falls,OR,97603,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,42.21551,-121.75587
ELEC,NWD,Lowell,OR,97452,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.914525,-122.75799
ELEC,BLM Tesla Destination Charger,North Bend,OR,97459,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.41301,-124.22447
ELEC,BLM ChargePoint Charging Station,Reedsport,OR,97467,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.70207,-124.09717
ELEC,BLM City of Roseburg,Roseburg,OR,97470,Private,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.21311,-123.3405
ELEC,BLM City of Roseburg - 2,Roseburg,OR,97470,Private,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.20958,-123.34442
ELEC,BLM City of Roseburg - 3,Roseburg,OR,97471,Private,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.21701,-123.37091
ELEC,BLM Fred Meyer,Roseburg,OR,97470,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.22809,-123.36822
ELEC,BLM Super 8,Roseburg,OR,97470,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.24901,-123.35837
ELEC,BLM U-haul,Roseburg,OR,97470,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.2241,-123.34819
ELEC,BLM Wagon Wheel Restaurant,Roseburg,OR,97470,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.22668,-123.35571
ELEC,BLM Walgreens,Roseburg,OR,97470,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.22639,-123.34817
ELEC,FHWA - Oregon Division,Salem,OR,97301,Private - Government only,24 hours daily,44.942615,-123.035199
